,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SPYS SNGL MLT 750 ML 008427999950,54,,217,256,355,675,856,512,677,716,262,"1,372",699,532,"1,663","2,849","2,330","2,131",954,597,"1,165",310,"1,090","1,034",283,108,587,"1,810",655,517,659,863,1,,4,5,7,13,17,10,13,14,5,28,13,12,38,73,54,48,20,12,23,6,20,19,5,2,11,34,13,9,11,19,650.48,,651.53,613.55,609.14,623.62,604.19,614.05,625,613.71,628.66,588.52,645.22,531.78,523.9,468.41,518,532.35,572.75,595.5,608.24,619.26,657.79,647.37,678.54,646.59,640.16,633.01,605.25,688.83,715.69,544.28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,HANKEY BANNISTER,HANKEY BANNISTER,HNKY BNS SCTC WHSK BLND 1750 ML 063207010033,,,,,,326,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,187.18,,,,,,,,,187.19,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,PASSPORT,PASSPORT,PSPR SCTC BLND 80 PRF 1000 ML 008043240177,281,203,218,151,41,158,75,74,231,94,113,162,92,39,97,73,146,,,23,46,83,17,105,,246,53,160,35,36,17,19,14,10,10,7,2,8,4,4,18,5,6,9,5,2,5,4,8,,,1,2,4,1,6,,13,3,9,2,2,1,1,180.49,182.81,195.95,193.87,186.85,177.98,169.51,167.25,115.43,168.98,169.33,155.86,166.28,175.59,174.37,165.45,157.28,,,207.12,207.12,186.85,153.06,147.98,,168.58,159.07,152.46,159.82,162.07,153.06,171.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,PASSPORT,PASSPORT,PSPR SCTC BLND 80 PRF 375 ML 008700000657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,PASSPORT,PASSPORT,PSPR SCTC BLND 80 PRF 750 ML 008700000249,17,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,204.7,,,,,,,,,,,,,,,,,,,204.7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,PASSPORT,PASSPORT,PSPR SCTC BLND 80 PRF PLST 1750 ML 008043240178,"2,409","2,168","2,082","2,017","2,495","1,467",682,776,"2,673",911,"1,335","1,159","2,225",782,"5,172","1,742","1,077","2,726",752,596,577,421,496,489,446,543,"2,395",722,371,359,290,187,98,88,89,91,104,58,29,31,96,36,51,48,78,30,311,106,63,110,38,27,28,20,23,24,22,25,89,28,18,20,13,17,126.41,126.48,120.81,113.62,123.44,131.16,120.9,128.69,143.68,130.15,135.77,123.2,147.38,132.18,85.5,84.68,88.27,127.27,101.28,113.56,106.09,108.29,111.04,104.83,104.16,111.69,137.79,132,106.06,92.29,114.78,56.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,PASSPORT,PASSPORT,PSPR SCTC BLND DSTL 80 PRF 750 ML 008043240176,377,482,718,"1,267",258,934,161,70,728,210,54,216,226,,22,222,24,143,44,127,38,337,34,76,193,20,22,181,,11,,39,25,33,44,79,14,53,10,5,37,12,3,19,15,,1,15,2,8,4,9,2,23,2,5,13,1,1,9,,1,,2,182.92,176.35,194.63,193.04,228.68,210.94,184.27,167.77,235.29,213.88,215.88,139.81,186.87,,262.53,180.87,143.71,213.03,132.01,170.23,226.29,179.21,177.77,202.43,183.51,233.14,262,239.25,,132.53,,232.22,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,PASSPORT,PASSPORT,PSPR SCTC WHSK BLND 3 YR 80 PRF 1750 ML 008043211169,"27,820","29,384","35,774","31,337","31,818","37,515","30,551","32,671","39,528","28,246","28,887","29,373","26,276","24,347","32,919","26,783","26,597","34,629","27,014","26,826","34,757","24,872","26,209","32,716","25,288","22,830","34,318","25,275","26,315","34,533","27,093","22,005","1,158","1,209","1,521","1,339","1,338","1,535","1,250","1,332","1,648","1,190","1,201","1,255","1,112","1,050","1,452","1,224","1,214","1,619","1,252","1,241","1,590","1,165","1,238","1,557","1,168","1,079","1,614","1,222","1,247","1,611","1,250","1,065",123.54,125,120.97,120.35,122.35,125.74,125.68,126.18,123.39,122.06,123.7,120.37,121.55,119.22,116.64,112.6,112.74,110.01,110.97,111.17,112.46,109.86,108.92,108.09,111.34,108.82,109.38,106.4,108.54,110.24,111.47,106.27,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.3
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,SOMETHING SPECIAL,SOMETHING SPECIAL,SMTH SPC SCTC WHSK BLND SPCL SLCT 750 ML 008043240279,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,A D RATTRAY LIMITED,STRONACHIE,STRONACHIE,STRN SCTC WHSK SNGL HGHL MLT 750 ML 081958801095,,,,,,,,,,,,,,"1,446",,,,,55,,,,55,,,,,55,55,49,,,,,,,,,,,,,,,,29,,,,,1,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,600.09,,,,,662.53,,,,662.53,,,,,662.53,662.53,596.27,,,,,,,,,,,,,,,,0,,,,,0,,,,0,,,,,0,0,0,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,A. HARDY & CO.,HIGHLAND JOURNEY,HIGHLAND JOURNEY,HGHL JRN SCTC WHSK BLND MLT 750 ML 078976455203,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,A. HARDY & CO.,MACHRIE MOOR,MACHRIE MOOR,MCHR MR SCTC WHSK SNGL MLT 750 ML 506004448204,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,806.99,,,,,,,,,,,,,,806.99,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ADMIRAL WINE & LIQUOR CO,PIG'S NOSE,PIG'S NOSE,PGS NS SCTC WHSK BLND DSTL FNST 750 ML 008764707442,"2,867",998,"1,534","1,506","2,169","2,673",928,"1,246","3,177","2,002",464,"1,617",463,"1,473","1,866","1,780","1,969","2,108",433,500,764,744,"1,459","1,309",652,"2,084",642,305,359,"3,296",288,170,188,57,60,57,88,104,33,50,124,79,15,62,14,53,70,67,75,82,14,18,25,29,56,46,20,42,20,12,12,101,9,6,183.06,210.22,306.99,317.35,295.43,307.44,334.17,301.52,306.97,304.55,370.97,315.51,397.14,333.14,321.31,321.12,313.59,309.39,371.32,333.72,366.76,302.92,310.68,343.8,391.06,595.04,384.6,304.7,358.88,391.41,383.88,339.88,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ADMIRAL WINE & LIQUOR CO,SHEEP DIP,SHEEP DIP,SHP DIP ISLY BLND MLT 750 ML 008974476132,101,,174,43,75,109,243,268,75,45,45,211,112,45,101,57,,90,90,,,90,40,75,,,75,40,80,,150,,2,,4,1,1,2,4,6,1,1,1,3,2,1,2,1,,2,2,,,2,1,1,,,1,1,2,,2,,604.01,,522.43,517.95,903.49,654.97,729.25,535.4,903.49,542.17,542.17,843.88,670.54,542.05,604.67,686.63,,538.92,538.8,,,538.8,481.93,903.49,,,903.49,481.81,478.98,,898.08,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,0,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ADMIRAL WINE & LIQUOR CO,SHEEP DIP,SHEEP DIP,SHP DIP SCTC WHSK MLT 750 ML 008764707443,"2,786","2,476","3,153","1,345",970,"1,580","6,420","7,652","7,846","2,465",631,"1,291",501,449,678,277,343,655,183,384,424,287,303,"1,415",415,281,385,"1,820",325,381,173,"5,145",69,64,86,33,25,39,136,304,196,86,17,33,13,13,20,7,8,17,4,9,11,7,8,31,11,8,10,39,8,10,4,103,484.66,464.38,440.08,489.37,465.51,486.38,565.61,302.54,479.4,343.71,444.77,476.19,462.48,414.57,407.15,475.01,514.9,462.73,549.43,511.89,462.72,492.16,454.84,545.17,452.6,421.83,462.07,562.44,488.41,457.26,519.4,598.5,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ALEXANDER MUIR & SONS LTD USA,DRUMGUISH,DRUMGUISH,DRMG SCTC WHSK SNGL HGHL MLT CRDB 750 ML 007582700606,,,,,,,,,,20,,,,,,,,,,,,,,23,,,23,,20,,20,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,237.23,,,,,,,,,,,,,,237.5,,,235.46,,237.23,,237.23,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,,0,,0,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ALEXANDER MURRAY & CO LTD,ALEXANDER MURRAY & CO,ALEXANDER MURRAY & CO,ALXN MRY & CO SCTC WHSK 750 ML 506007486157,,"1,218","4,872","2,436","6,628","4,960","4,815","7,343","16,376",,,844,"5,135","4,090",,,,,,,,,,,,,,,,,,,,41,162,81,221,165,161,245,546,,,28,171,136,,,,,,,,,,,,,,,,,,,,360,360.03,360,360.03,360.03,360.02,360.02,360.02,,,360.01,360.03,360.01,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ALEXANDER MURRAY & CO LTD,ALEXANDER MURRAY & CO,ALEXANDER MURRAY & CO,ALXN MRY & CO SCTC WHSK SNGL MLT 750 ML 506007486185,,,,,,,,,,,,269,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"1,610.66",,,,,,,"1,620.36",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ALEXANDER MURRAY & CO LTD,ALEXANDER MURRAY & CO,ALEXANDER MURRAY & CO,ALXN MRY & CO SCTC WHSK SNGL MLT 750 ML 506007486201,,,"4,061","4,061",,"3,302",,,"3,056","2,806",,,,,,,,,,,,,,,,,,,,,,,,,41,41,,33,,,31,28,,,,,,,,,,,,,,,,,,,,,,,,,"1,200.29","1,200.29",,"1,200.17",,,"1,200.19","1,200.56",,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ALEXANDER MURRAY & CO LTD,ALEXANDER MURRAY & CO,ALEXANDER MURRAY & CO,ALXN MRY & CO SCTC WHSK SNGL MLT 750 ML 506007486229,,,200,360,720,"1,000",660,280,800,310,"1,040","2,979",400,455,390,260,383,432,712,360,840,420,"2,974","3,970",480,"6,025","4,513",659,723,"1,215",875,780,,,2,5,10,16,10,4,12,5,17,48,6,7,6,4,6,7,12,6,14,17,36,55,8,66,46,11,12,21,15,13,,,"1,197.49",862.93,864.13,749.96,792.08,840.6,799.76,743.17,734.22,745.13,799.78,780.21,779.76,780.54,766.76,740.76,711.76,719.76,720.17,296.54,986.68,864.25,720.48,"1,095.27","1,174.06",713.45,719.76,694.44,699.76,719.98,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ALEXANDER MURRAY & CO LTD,ALEXANDER MURRAY & CO,ALEXANDER MURRAY & CO,ALXN MRY & CO SCTC WHSK SNGL MLT 750 ML 506007486246,,,,,,,,,,,,,"5,630",,,,"7,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400.73",,,,"2,400.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ALTITUDE SPIRITS INC,HIGHLAND HARVEST,HIGHLAND HARVEST,HGHL HRV SCTC WHSK BLND MLT 750 ML 083289100064,,,,,,,,,,,,"1,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,ANGUS DUNDEE LIMITED,ANGUS DUNDEE,ANGUS DUNDEE,ANGS DND SCTC WHSK MLT PR 750 ML 079304975012,,154,456,,,,,,,,,,,,,,,,,,,,,,,123,296,200,320,224,,,,17,50,,,,,,,,,,,,,,,,,,,,,,,12,37,25,40,28,,,,110.29,110.33,,,,,,,,,,,,,,,,,,,,,,,122.73,95.92,95.9,95.92,95.94,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,ABERFELDY,ABERFELDY,ABRF SCTC WHSK DRNK CNTN SET ICE BL 1 CT 008048000662,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,ABERFELDY,ABERFELDY,ABRF SCTC WHSK SNGL HGHL MLT 750 ML 008048000616,302,762,100,200,383,263,587,79,192,282,366,"1,255",267,100,752,692,100,285,610,375,805,755,578,"3,035","1,042","2,403","2,404","1,666","1,798","2,651","2,113","1,166",3,8,1,2,4,3,8,1,2,3,4,14,3,1,10,9,1,3,7,4,9,8,6,31,12,25,25,17,18,27,22,12,"1,198.29","1,144.78","1,204.70","1,197.49","1,150.78","1,052.88",881.8,947.11,"1,152.58","1,129.88","1,100.48","1,076.21","1,067.92","1,204.70",903.24,923.21,"1,204.70","1,139.88","1,046.19","1,126.01","1,073.21","1,133.51","1,156.70","1,184.92","1,040.66","1,153.69","1,154.19","1,176.67","1,189.76","1,197.70","1,140.43","1,166.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,ABERFELDY,ABERFELDY,ABRF SCTC WHSK SNGL HGHL MLT 750 ML 008048022000,"35,188","29,769","39,771","27,580","25,253","39,303","35,167","37,102","43,790","47,796","45,717","72,872","32,744","34,800","47,577","29,948","31,430","42,541","32,526","36,776","41,461","39,366","40,784","86,586","34,339","41,412","56,414","49,650","54,385","65,412","56,247","45,932",852,736,993,682,628,934,861,912,"1,083","1,201","1,124","1,761",802,838,"1,176",710,763,"1,054",774,917,"1,022",947,981,"2,137",822,"1,020","1,366","1,197","1,292","1,572","1,406","1,115",495.58,485.68,480.68,485.54,482.51,505.41,490.19,488.38,485.49,477.86,488.31,496.65,490.1,498.73,485.86,506.09,494.44,484.53,504.43,481.21,487.26,499.17,499.23,486.32,501.64,487.39,495.8,497.94,505.27,499.41,480.21,494.34,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.9,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.7,0.7,0.8,0.9,0.8,0.7,0.7
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,ABERFELDY,ABERFELDY,ABRF SCTC WHSK SNGL HGHL MLT 750 ML 008048022001,"1,916","3,216",756,756,"1,661","1,904",168,"2,709","1,291",588,"1,326","3,992","1,108","1,868","1,529",525,605,"1,663",355,467,548,"1,909",168,"4,191",959,"1,202","1,631",659,308,"3,167",943,518,13,23,5,5,11,14,1,19,9,4,9,27,7,12,11,4,4,11,2,3,3,13,1,27,6,8,10,4,2,20,5,3,"1,705.04","1,698.98","1,812.83","1,812.83","1,813.20","1,682.39","2,023.98","1,753.28","1,721.55","1,765.65","1,768.55","1,750.21","1,894.31","1,867.69","1,665.76","1,575.26","1,816.10","1,815.18","2,125.63","1,868.88","2,191.92","1,801.30","2,023.98","1,861.83","1,917.48","1,804.22","1,957.86","1,978.86","1,844.19","1,914.94","2,261.39","2,071.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,AULTMORE,AULTMORE,AULT SCTC WHSK SPYS SNGL MLT 750 ML 008048000567,411,736,"1,523",961,563,990,416,669,512,769,768,"1,617",484,562,684,951,493,905,311,815,321,496,498,"2,979",881,"8,367","1,587",823,697,"1,288",917,"1,159",8,12,26,19,11,17,8,13,10,15,15,32,10,12,14,19,10,19,6,16,7,10,10,53,18,136,32,17,14,25,17,22,612.53,722.61,714.9,597.46,615.06,700.42,624.51,618.07,615.15,615.48,614.68,614.32,580.49,562.26,586.36,600.96,591.96,567.19,622.9,606.86,551.37,595.81,597.64,672.79,586.29,739.04,595.26,581.27,597.65,617.09,641.68,631.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,AULTMORE,AULTMORE,AULT SCTC WHSK SPYS SNGL MLT 750 ML 008048000641,322,435,542,434,217,,100,711,653,310,434,643,390,"1,226",472,526,526,108,428,320,317,,410,"1,378",483,491,917,100,418,247,480,490,3,4,5,4,2,,1,7,6,3,4,6,4,13,5,5,5,1,4,3,3,,4,13,5,5,10,1,4,2,4,4,"1,271.98","1,307.69","1,300.84","1,303.18","1,299.28",,"1,210.72","1,220.29","1,305.48","1,239.08","1,303.18","1,285.88","1,170.75","1,132.06","1,128.04","1,262.47","1,262.47","1,307.11","1,278.00","1,268.41","1,269.88",,"1,231.11","1,272.73","1,158.39","1,177.58","1,100.84","1,210.72","1,255.14","1,478.92","1,441.32","1,471.35",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,CRAIGELLACHIE,CRAIGELLACHIE,CRGL SCTC WHSK SPYS SNGL MLT 750 ML 008048000538,"5,395","5,748","7,046","8,223","7,805","8,578","13,207","11,122","13,908","13,892","12,237","26,150","10,358","12,330","22,471","7,911","8,457","14,532","9,726","15,134","8,103","11,950","11,843","25,628","10,768","11,723","13,515","7,662","11,548","13,800","14,587","11,481",108,122,148,164,158,183,290,243,293,326,265,550,221,257,524,174,191,346,215,343,171,243,255,574,223,260,290,160,244,292,335,236,597.03,564.48,569.91,603.51,594.24,563.78,546.37,548.52,569.15,510.88,554.53,570.9,562.98,575.75,514.54,545.42,532.33,504.16,542.18,529.7,567.95,591.33,558.07,535.95,578.74,540.83,559.3,574.14,569.01,566.72,523.08,584.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,CRAIGELLACHIE,CRAIGELLACHIE,CRGL SCTC WHSK SPYS SNGL MLT 750 ML 008048000539,,,,,,,,,,,,,,,,,,,,146,,,,,160,,140,,160,140,,"8,643",,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,1,,54,,,,,,,,,,,,,,,,,,,,"1,758.92",,,,,"1,927.59",,"1,686.63",,"1,927.59","1,686.63",,"1,911.67",,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,,0,0,,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,CRAIGELLACHIE,CRAIGELLACHIE,CRGL SCTC WHSK SPYS SNGL MLT 750 ML 008048000540,257,,257,,,,731,,237,237,474,257,494,430,771,154,731,494,237,,,514,514,988,257,257,,,257,237,809,,1,,1,,,,3,,1,1,2,1,2,2,5,1,3,2,1,,,2,2,4,1,1,,,1,1,3,,"3,096.27",,"3,096.27",,,,"2,923.88",,"2,855.30","2,855.30","2,838.20","3,096.27","2,957.96","2,573.23","1,848.80","1,857.71","2,923.88","2,957.96","2,855.30",,,"3,077.73","3,077.73","2,966.85","3,096.27","3,096.27",,,"3,096.27","2,855.30","3,235.88",,0,,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,DEWAR'S,DEWAR'S 12,DWRS 12 SCTC WHSK BLND SPCL RSRV 1000 ML 008048023101,432,346,310,549,321,508,296,260,398,370,366,686,344,410,466,319,257,203,149,73,288,251,485,592,138,221,602,507,272,383,385,359,13,10,9,16,9,15,9,8,13,12,11,18,9,11,12,9,7,6,4,2,8,7,13,16,4,6,17,15,8,11,11,10,299.08,311.31,309.91,308.66,320.91,304.65,295.91,292.37,275.51,277.48,299.42,342.91,342.94,335.43,349.44,318.91,330.24,304.26,335.5,328.74,323.87,322.53,335.78,330.03,310.72,331.24,318.1,304.05,305.91,313.33,314.97,322.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,DEWAR'S,DEWAR'S 12,DWRS 12 SCTC WHSK BLND SPCL RSRV 1750 ML 008048023100,"12,863","15,239","19,429","13,490","15,260","16,185","12,812","13,191","18,353","17,173","17,147","25,479","14,621","18,436","25,311","17,860","21,740","26,400","19,193","21,054","29,493","24,906","20,192","31,643","16,637","20,079","40,974","33,278","32,063","31,445","28,385","29,400",235,274,349,260,272,292,228,233,326,309,305,452,251,328,454,323,408,500,367,404,568,481,390,604,320,388,790,641,628,607,538,563,281.57,286.44,286.37,266.89,289.13,285.59,288.85,291.22,289.6,286.17,289.2,290.14,299.2,289.46,287.06,284.71,274.26,271.61,268.95,268.19,266.96,266.41,266.33,269.36,267.44,266.2,266.8,267.25,262.63,266.48,271.4,268.63,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,BACARDI LTD,DEWAR'S,DEWAR'S 12,DWRS 12 SCTC WHSK BLND SPCL RSRV 375 ML 008048023103,912,660,"1,669","1,157",843,"2,965","2,714","2,190","3,074","3,087","3,244","7,833","3,478","2,797","3,328","1,899","3,832","5,255","3,486","3,497","5,877","4,636","4,313","9,860","4,794","3,745","5,079","3,492","4,333","5,091","4,020","5,178",48,35,88,60,45,163,151,125,174,172,182,431,194,155,177,100,237,327,217,217,365,287,267,609,299,233,317,217,266,317,247,327,455.88,456.13,457.04,459.22,453,437.1,431.23,420.06,422.51,431.34,427.82,436.3,429.11,432.78,451.85,455.4,387.26,385.73,386.09,385.55,386.24,387.18,386.68,388.29,384.65,385.05,384.51,385.91,390.16,384.75,390.04,380,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
