,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON,PATRON,PTRN ANJ TQL 80 PRF 200 ML 072173300108,460,464,"1,091","1,321","1,484","2,231","1,367","1,061","1,674","1,176","2,367","3,634","2,026","2,684","3,676","3,505","3,774","4,840","4,377","3,722","5,599","3,455","3,966","6,841","5,529","4,367","7,295","9,118","14,624","18,824","17,593","11,276",24,24,61,75,82,123,73,59,88,64,126,199,116,153,210,197,206,270,238,206,308,190,218,373,304,242,404,493,812,"1,036",968,621,862.96,870.64,805.99,793.36,815.41,820.13,843.39,810.18,856.92,828.65,848.2,822.25,788.19,792.81,789.52,800.21,826.1,807.19,827.39,812.55,818.27,820.19,819.34,826.57,818.51,813.31,812.91,833.04,811.21,818.24,818.72,818.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON,PATRON,PTRN ANJ TQL 80 PRF 375 ML 072173300096,"74,165","95,262","126,761","76,721","111,377","118,093","68,946","87,567","100,285","62,990","100,650","198,524","96,421","95,460","126,683","81,077","112,069","135,175","106,305","104,871","121,811","92,317","110,209","252,839","119,073","107,499","176,429","165,123","242,197","283,581","228,150","248,082","2,698","3,732","5,037","2,883","4,344","4,646","2,509","3,307","3,784","2,262","3,867","7,625","3,507","3,655","4,802","2,891","4,333","5,070","3,971","3,870","4,557","3,299","4,113","9,545","4,189","3,865","6,520","6,010","8,684","10,092","7,826","8,647",659.3,612.21,603.51,638.08,614.91,609.52,659,634.96,635.57,667.69,624.17,624.38,659.34,626.35,632.7,672.42,620.26,639.41,641.98,649.88,641.05,671.01,642.63,635.23,681.68,666.95,648.95,658.92,668.84,673.87,699.1,688,1,1.2,1.3,1,1.3,1.2,1,1.1,1.1,0.9,1.2,1.7,1.2,1.3,1.3,1.2,1.3,1.3,1.4,1.3,1.2,1.2,1.4,2.1,1.4,1.3,1.5,1.7,2.3,2.1,2,1.9
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON,PATRON,PTRN ANJ TQL 80 PRF 50 ML 072173300021,"3,246","3,420","4,410","3,683","4,359","3,353","2,997","2,564","3,203","2,085","3,210","6,596","2,482","2,005","2,765","2,731","3,740","4,212","2,778","3,409","4,251","3,053","3,352","7,290","3,054","4,144","4,793","4,224","5,303","7,133","8,388","7,933",476,501,653,537,618,479,397,340,454,291,439,909,348,271,382,396,522,586,400,508,572,407,459,"1,014",411,551,670,594,737,"1,014","1,211","1,124","1,216.98","1,218.75","1,205.92","1,225.11","1,258.82","1,248.61","1,348.27","1,348.25","1,260.85","1,279.07","1,305.24","1,295.97","1,273.40","1,318.81","1,291.50","1,231.11","1,279.51","1,283.61","1,240.10","1,197.91","1,326.30","1,340.64","1,305.33","1,283.92","1,327.45","1,343.32","1,276.40","1,268.80","1,285.25","1,256.23","1,237.12","1,260.28",0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON,PATRON,PTRN ANJ TQL 80 PRF 750 ML 002173300001,,50,,,50,55,,,,50,,,,,,,,,180,,60,,,50,,,,60,,109,,,,1,,,1,1,,,,1,,,,,,,,,3,,1,,,1,,,,1,,2,,,,607.23,,,607.23,662.53,,,,607.23,,,,,,,,,719.88,,722.77,,,607.23,,,,722.77,,627.4,,,,0,,,0,0,,,,0,,,,,,,,,0,,0,,,0,,,,0,,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON,PATRON,PTRN ANJ TQL 80 PRF 750 ML 072173300001,"381,417","338,795","413,247","344,354","401,666","504,932","402,865","367,002","452,787","337,226","435,547","836,912","446,446","340,347","427,648","360,818","404,643","566,098","456,451","418,512","542,771","415,979","433,829","1,030,931","541,413","444,558","635,935","638,688","893,661","1,058,313","874,656","803,188","7,502","6,618","7,860","6,686","7,591","9,822","7,637","6,846","8,631","6,530","8,507","16,326","8,718","6,640","8,112","7,002","7,752","10,845","8,791","7,970","10,562","8,185","8,435","20,293","10,622","8,710","12,115","12,239","16,963","20,279","16,993","15,169",610.37,614.57,631.14,618.29,635.23,617.15,633.27,643.59,629.75,619.93,614.65,615.39,614.75,615.3,632.89,618.62,626.64,626.62,623.33,630.36,616.93,610.1,617.43,609.88,611.89,612.73,630.17,626.48,632.45,626.52,617.89,635.64,3.2,3,3,3.1,3.7,3.6,3.6,3.3,3.3,3.2,3.6,4.9,3.7,3.3,3.3,3.6,3.9,4.4,4.7,4.5,4.5,4.4,4.4,6.6,4.9,4.6,4.8,5.5,7.1,6.7,6,5.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON,PATRON,PTRN ANJ TQL 80 PRF 750 ML 072173300306,724,902,681,852,810,"1,936","2,175","1,373","3,024",574,"2,135","6,151","3,527","4,629","3,370","3,254","3,863","4,822","4,291","3,784","4,353","5,849","1,925","4,362","2,648","1,858","2,705","2,894","5,373","8,361","7,508","7,921",16,20,15,19,18,39,42,27,72,13,51,160,91,117,87,78,91,110,97,89,103,122,45,95,53,39,53,55,109,169,150,163,543.02,541.3,544.68,538.1,540.24,595.76,621.49,607.7,505.67,528.91,505.68,460.68,465.31,474.98,465.04,500.87,509.57,526.29,531.1,510.4,507.29,575.06,513.54,551.16,599.88,571.94,612.75,632.25,589.16,593.92,600.53,584.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON,PATRON,PTRN ANJ TQL 80 PRF 750 ML GM PZL CS 072173300040,,78,,78,,,78,,,,,,78,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,945.66,,945.66,,,945.66,,,,,,945.66,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON,PATRON,PTRN DRNK CNTN SET ANJ TQL CF LQR 1 CT 072173300184,354,,,92,114,,,,122,41,130,163,,81,,81,41,122,93,,,41,,,,,23,27,,,,,10,,,2,3,,,,3,1,4,4,,2,,2,1,3,3,,,1,,,,,1,1,,,,,35.42,,,45.82,37.99,,,,40.51,40.51,32.62,40.75,,40.51,,40.51,40.51,40.51,31.16,,,40.51,,,,,22.94,26.99,,,,,0,,,0,0,,,,0,0,0,0,,0,,0,0,0,0,,,0,,,,,0,0,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,PATRON & DASHFIRE,PATRON & DASHFIRE,PTRN & DSH BTRS DRNK CNTN SET 1 CT 072173300202,55,55,,,,,,,,,,200,,,,,,,,,,,,,,,,51,,,,,1,1,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,54.95,54.95,,,,,,,,,,49.99,,,,,,,,,,,,,,,,50.99,,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,ROCA PATRON,ROCA PATRON,RC PTR ANJ TQL 88 PRF 375 ML 072173300310,331,165,36,235,49,202,47,92,75,36,264,467,50,143,143,214,729,213,211,282,171,174,413,258,515,188,552,240,236,562,40,143,9,4,1,5,1,8,2,2,2,1,6,11,1,3,3,12,19,7,8,8,6,7,14,7,11,5,13,8,6,13,1,3,883.92,987.73,856.91,"1,122.20","1,166.43",606.02,566.02,"1,103.37",903.37,856.91,"1,055.32","1,016.89","1,190.24","1,143.76","1,143.76",428.16,901.29,729.32,631.56,844.07,683.76,595.72,689.16,882.71,"1,122.75",899.33,"1,058.02",718.47,943.2,"1,026.08",952.14,"1,142.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BACARDI LTD,ROCA PATRON,ROCA PATRON,RC PTR ANJ TQL 88 PRF 750 ML 072173300201,"10,126","10,985","16,768","9,539","13,146","16,611","9,092","8,760","13,698","9,324","9,055","19,447","6,472","6,438","12,209","8,955","5,294","9,406","8,144","8,512","9,561","7,702","5,482","17,489","8,416","5,480","5,730","9,514","14,252","13,421","14,482","9,682",134,154,273,136,174,214,119,107,192,120,119,248,83,84,146,126,70,129,107,106,123,140,74,225,107,68,70,118,176,165,177,121,907.48,856.34,737.66,843.67,905.7,933.57,916.19,980.41,857.79,929.03,911.14,941.54,938.3,915.82,"1,004.33",854.37,907.83,878.46,913.36,962.17,937.01,662.86,889.14,932.5,946.12,967.54,982.33,967.72,974.67,976.04,981.01,960.14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BLUE AGAVE IMPORTERS INC.,SUAVECITO,SUAVECITO,SVCT ANJ TQL 70 PRF 750 ML 085071000302,"1,394","1,235","2,318","3,321","4,436","4,396","5,066","4,081","5,832","4,331","4,029","7,159","4,080","5,039","3,969","3,776","5,752","8,080","5,258","4,986","7,864","3,411","4,022","9,957","5,331","4,921","8,413","7,024","12,574","16,190","14,066","11,007",26,24,45,63,84,85,93,77,111,81,76,135,78,100,76,72,108,151,100,94,148,64,78,186,99,93,157,131,233,301,261,206,643.77,617.66,618.39,631.67,632.76,620.88,652.21,632.71,628.13,642.35,637.57,634.42,628.24,607.68,623.36,626.44,638.25,642.01,629.15,636.79,637.4,639.83,619.06,641.39,643.67,635.27,641.43,641.38,647.85,645.81,647.52,640.16,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BROWN-FORMAN CORPORATION,ANTIGUO DE HERRADURA,ANTIGUO DE HERRADURA,ANTG DE HRD ANJ TQL 80 PRF 750 ML 074460705052,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BROWN-FORMAN CORPORATION,DON EDUARDO,DON EDUARDO,DON EDR ANJ TQL 750 ML 008330003265,280,152,48,48,276,186,96,138,313,144,50,101,,96,140,147,149,4,692,555,48,48,176,96,,,,50,367,144,,42,6,3,1,1,6,4,2,3,9,3,1,2,,2,3,3,3,1,14,11,1,1,4,2,,,,1,9,3,,1,559.48,607.88,578.19,578.19,552.48,558.44,574.73,551.88,417.84,575.88,602.29,607.67,,574.73,559.88,589.88,595.88,47.95,589.53,610.79,578.19,578.19,528.47,574.73,,,,602.29,480.35,577.08,,505.9,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BROWN-FORMAN CORPORATION,EL JIMADOR,EL JIMADOR,EL JMD ANJ TQL 80 PRF 750 ML 074460706320,"15,720","14,219","21,265","16,569","19,997","21,626","14,517","16,348","15,181","11,207","18,267","24,469","14,755","14,792","13,997","12,586","12,441","18,120","13,624","12,253","15,633","10,801","8,626","16,086","9,492","8,455","14,362","15,427","26,580","29,777","24,486","22,172",690,655,890,709,803,894,605,696,640,451,797,"1,040",618,613,595,534,525,777,587,546,661,479,376,722,419,357,569,653,"1,112","1,268","1,037",918,273.56,260.68,286.84,280.49,298.89,290.28,288.28,281.93,284.86,298.04,275.08,282.36,286.48,289.57,282.3,282.98,284.39,280.1,278.83,269.38,284.03,270.87,275.22,267.43,271.66,284.51,302.99,283.58,287.08,281.99,283.51,290.05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.3,0.7,0.7,0.7,0.7
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BROWN-FORMAN CORPORATION,HERRADURA,HERRADURA,HRDR ANJ TQL 2 YR 80 PRF 375 ML 074460701360,68,34,51,88,100,,21,,420,403,20,741,,,,,,,,,,46,,884,,,504,"1,929","3,940","3,939","2,619","2,785",4,2,3,5,5,,1,,15,14,1,25,,,,,,,,,,2,,59,,,31,96,195,194,130,136,406.95,409.4,407.76,420.81,479.19,,477.05,,686.83,701.5,475.95,719.06,,,,,,,,,,553.98,,359.66,,,383.49,482.91,485.5,486.14,482.16,491.91,0,0,0,0,0,,0,,0,0,0,0,,,,,,,,,,0,,0,,,0,0,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BROWN-FORMAN CORPORATION,HERRADURA,HERRADURA,HRDR ANJ TQL 2 YR 80 PRF 50 ML 074460701340,7,27,102,42,61,27,126,49,77,42,84,161,35,91,126,28,28,7,21,42,56,56,63,154,77,112,98,70,70,56,28,14,2,7,22,12,14,7,22,7,11,6,12,23,5,13,18,4,4,1,3,6,8,8,9,22,11,16,14,10,10,8,4,2,634.55,690.51,827.48,623.73,786.67,690.51,"1,022.60","1,254.62","1,240.16","1,233.53","1,251.94","1,246.28","1,248.21","1,244.80","1,245.74","1,270.91","1,270.91","1,165.00","1,233.53","1,233.53","1,242.67","1,242.67","1,237.65","1,244.67","1,240.16","1,242.67","1,254.62","1,248.21","1,248.21","1,242.67","1,270.91","1,270.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BROWN-FORMAN CORPORATION,HERRADURA,HERRADURA,HRDR ANJ TQL 80 PRF 750 ML 074460711133,"71,337","81,163","87,676","75,878","93,224","120,707","85,720","74,172","93,714","63,535","81,886","159,164","82,535","76,272","83,114","76,993","89,802","115,570","92,803","86,652","103,118","71,898","82,874","162,413","96,840","67,445","121,024","96,843","144,600","176,601","125,308","133,922","1,587","1,741","1,894","1,641","2,017","2,620","1,851","1,607","2,015","1,383","1,790","3,480","1,768","1,616","1,772","1,619","1,898","2,461","2,044","1,860","2,243","1,575","1,751","3,551","2,055","1,423","2,509","1,978","2,927","3,566","2,524","2,708",539.69,559.63,555.71,555.13,554.74,553.08,555.92,554.08,558.21,551.37,549.1,549.09,560.4,566.71,563.13,570.74,568.02,563.8,545.16,559.33,551.92,547.95,568.07,549.05,565.63,569.02,579.15,587.74,593.14,594.57,596.01,593.78,0.7,0.7,0.6,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.7,1,0.7,0.6,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.7,1,0.8,0.6,0.8,0.9,1.2,1.2,1.1,1.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BROWN-FORMAN CORPORATION,HERRADURA,HERRADURA ULTRA,HRDR ULT ANJ TQL 80 PRF 375 ML 074460700589,,,,,,,,,,,,"1,995",465,68,621,331,306,338,270,"1,722",510,200,170,510,722,420,"1,316","3,387",774,"7,201","4,220","2,519",,,,,,,,,,,,51,12,2,17,10,9,10,8,51,15,6,5,15,23,14,52,113,26,230,186,93,,,,,,,,,,,,935.42,936.16,819.04,894.34,793.53,815.76,805.73,802.07,802.65,814.46,799.76,813.16,814.46,753.25,718.94,601.3,717.97,713.78,749.7,544.81,652.16,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,BROWN-FORMAN CORPORATION,HERRADURA,HERRADURA ULTRA,HRDR ULT ANJ TQL 80 PRF 750 ML 074460700372,144,91,"3,533","2,252","2,576","2,490","2,380","4,348","6,484","4,262","7,834","10,621","8,209","8,596","17,427","18,048","21,086","23,185","20,078","19,619","20,137","23,200","22,607","46,301","21,684","30,562","39,281","35,440","60,842","75,110","60,377","39,251",3,2,68,45,46,45,41,75,117,76,148,187,142,154,313,328,382,425,371,357,370,412,404,827,390,529,696,644,"1,100","1,379","1,080",707,575.88,544.79,623.9,606.04,679.52,664.41,704.66,693.2,664.24,675.56,635.84,680.28,693.48,669.92,668.51,661.13,662.84,654.62,649.53,659.67,653.58,675.37,672.52,671.71,667.33,693.71,677.82,660.87,664.06,653.74,671.37,666.43,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.4
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CALENDE IMPORT COMPANY,CALENDE,CALENDE,CLND ANJ TQL 80 PRF 750 ML 008427997437,30,53,78,23,46,46,,,,,46,,23,,,,,23,,,,,,,,,,,15,,,,1,2,5,1,2,2,,,,,2,,1,,,,,1,,,,,,,,,,,1,,,,361.33,317.25,186.86,274.58,272.93,272.93,,,,,272.93,,274.58,,,,,274.58,,,,,,,,,,,180.48,,,,0,0,0,0,0,0,,,,,0,,0,,,,,0,,,,,,,,,,,0,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CALIFORNIA TEQUILA LLC,ASOM BROSO,ASOM BROSO,ASM BRS ANJ TQL 11 YR 80 PRF 750 ML 085636500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,402.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CAMPARI GROUP,CABO UNO,CABO UNO,CB UNO ANJ TQL 80 PRF 750 ML 072081591163,,,,,,,,,,,,,,,,,,135,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,626.39","1,463.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CAMPARI GROUP,CABO WABO,CABO WABO,CB WB ANJ TQL 80 PRF 750 ML 072081591053,"11,975","11,188","12,091","14,281","21,001","20,269","20,668","15,469","19,986","12,224","13,624","22,023","11,177","10,378","14,422","13,018","14,271","19,578","20,103","16,744","17,798","10,201","11,292","21,835","12,342","13,541","20,372","23,400","31,581","38,900","34,690","29,614",290,267,287,346,539,500,535,395,490,299,332,519,271,245,345,323,349,479,494,405,441,248,274,527,298,324,490,599,776,952,853,711,495.15,503.75,505.63,495.73,467.99,486.21,463.56,470.22,489.5,491.4,492.77,508.97,495.77,508.53,502.25,483.94,490.37,490.6,488.78,496.69,483.95,493.93,494.9,497.72,497,501.97,499.27,469.02,488.42,490.52,488.27,499.97,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.5,0.4,0.5,0.4
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CAMPARI GROUP,ESPOLON,ESPOLON,ESPL ANJ TQL 80 PRF 750 ML 072105900129,"19,174","22,797","38,840","31,990","39,574","53,871","37,242","38,634","45,019","35,934","42,736","49,474","47,616","47,986","80,936","55,694","52,895","67,951","63,922","56,919","67,142","46,509","52,898","94,699","47,803","47,572","97,004","119,866","151,663","146,048","105,488","104,742",646,772,"1,355","1,111","1,438","1,921","1,242","1,285","1,525","1,241","1,427","1,630","1,634","1,649","2,806","1,905","1,833","2,349","2,283","1,976","2,337","1,605","1,847","3,554","1,682","1,619","3,297","4,111","5,059","4,706","3,391","3,494",356.24,354.41,344.23,345.52,330.4,336.65,360.09,360.89,354.5,347.64,359.47,364.31,349.84,349.29,346.25,350.89,346.42,347.27,336.11,345.85,344.87,347.81,343.76,319.84,341.22,352.7,353.19,350.05,359.89,372.58,373.5,359.86,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.6,0.5,0.6,0.7,0.7,0.8,0.8,0.9,0.8,0.8,0.8,0.9,1.1,0.8,0.8,1.1,1.6,1.8,1.5,1.5,1.5
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CAMPARI GROUP,ESPOLON,ESPOLON,ESPL ANJ TQL 80 PRF BTL PRR CLCT 750 ML 072105900196,"2,787","2,266","2,781","2,111","1,369","1,532",987,805,80,171,95,439,55,62,116,38,102,,45,68,158,135,38,,38,,,,114,,,,100,81,102,75,50,54,32,24,3,10,6,18,4,2,3,1,3,,2,3,7,6,1,,1,,,,3,,,,334.53,335.85,327.3,337.91,328.76,339.76,367.99,398.08,319.88,205.81,189.96,292.78,165.2,368.74,463.88,457.71,407.88,,270.06,270.6,270.76,270.6,457.71,,457.71,,,,455.88,,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,0,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CAMPARI GROUP,ESPOLON,ESPOLON,ESPL LMTD EDTN CLCT SET BLNC TQL 1 CT 072105900293,,,,"3,772","12,207","7,974","4,749","1,753","1,964","1,005",612,526,244,34,,,,,,,,26,,,,,,,,,,,,,,164,546,343,208,78,101,47,27,30,13,3,,,,,,,,1,,,,,,,,,,,,,,23,22.37,23.26,22.82,22.46,19.43,21.39,22.67,17.52,18.74,11.5,,,,,,,,25.99,,,,,,,,,,,,,,0.1,0.3,0.1,0.1,0,0.1,0,0,0,0,0,,,,,,,,0,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CANTERA NEGRA,CANTERA NEGRA,CANTERA NEGRA,CNTR NGR ANJ TQL 80 PRF 750 ML 085327800706,504,377,188,251,126,377,188,572,183,"1,254","1,073","2,975",662,"1,210","1,357","1,449",840,"1,140","1,318","2,324","1,800","1,705","3,114","4,324","2,702","2,574","3,608","3,887","6,812","7,711","5,725","5,494",8,6,3,4,2,6,3,9,3,21,18,50,11,20,23,24,14,19,22,39,30,29,54,77,49,45,64,70,122,135,101,94,753.98,753.6,753.6,754.35,752.1,753.6,753.6,727.64,731.12,723.61,720.36,720.14,719.88,720.24,720.26,720.06,720.29,720.03,718.92,720.18,713.96,705.59,695.52,676.41,665.87,686.6,676.76,666.53,668.52,684.18,680.53,701.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CASA NOBLE IMPORTS,CASA NOBLE,CASA NOBLE,CS NBL ANJ TQL 80 PRF 750 ML 008124005049,"20,542","24,404","41,765","28,533","30,385","44,848","32,927","26,862","25,859","18,075","14,688","30,525","10,514","14,245","14,628","11,454","12,832","14,675","15,672","12,127","15,753","10,016","7,418","20,596","11,464","11,391","17,006","18,642","25,062","24,687","14,536","15,685",391,488,927,599,618,864,745,597,552,416,343,698,237,267,279,227,251,296,288,225,324,198,141,377,206,202,309,330,464,510,269,283,630.94,600.81,540.78,571.87,590.7,623.12,530.87,539.74,562.49,521.07,514.73,525.35,532.65,640.02,629.15,606.39,613.99,594.87,653.66,647.29,584.24,608.37,632.97,656.1,668.63,675.41,661.26,678.1,648.3,581.15,649.83,664.96,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.1,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CASA NOBLE IMPORTS,CASA NOBLE,CASA NOBLE,CS NBL ANJ TQL 80 PRF 750 ML 008124005226,,"1,455",120,220,100,319,92,,235,236,,100,99,"1,061",,"1,215","1,522","1,958","2,250",150,,245,,131,210,180,111,212,82,300,150,469,,18,1,2,1,3,1,,2,2,,1,1,15,,12,10,13,15,3,,2,,1,2,2,1,3,1,2,1,5,,984.28,"1,445.66","1,317.31","1,204.70","1,275.92","1,108.31",,"1,407.07","1,413.05",,"1,204.70","1,192.65",844.21,,"1,200.47","1,801.66","1,788.47","1,799.88",599.88,,"1,466.95",,"1,578.19","1,257.43","1,077.73","1,341.45",847.16,987.83,"1,796.29","1,807.11","1,125.44",,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA ANEJO,CASA XALIXCO IMPORTS,PURA SANGRE,PURA SANGRE,PR SNG ANJ TQL 2 YR 80 PRF 750 ML 074163813200,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
