,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,8 NEIGHBORS,8 NEIGHBORS,8 NGH VDK PCH 70 PRF 750 ML 008910501237,"6,820","10,826","9,549","2,685","1,236",666,197,161,293,299,225,139,47,38,38,63,146,118,36,38,19,37,9,27,38,27,,9,38,9,,,829,"1,426","1,160",333,168,88,28,16,29,33,22,16,4,3,3,4,16,12,2,5,2,4,1,3,4,3,,1,4,1,,,98.76,91.14,98.83,96.81,88.30,90.84,84.41,120.98,121.48,108.85,122.61,104.49,139.67,150.04,153.48,189.07,109.35,117.50,215.45,91.73,112.46,111.59,108.31,108.04,113.21,107.88,,108.31,115.20,108.31,,,0.3,0.5,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,8 NEIGHBORS,8 NEIGHBORS,8 NGH VDK PNK GRPF 70 PRF 750 ML 008910501235,"5,076","6,394","9,652","9,163","10,962","12,823","10,359","12,446","8,304","3,028",879,531,334,317,175,119,139,194,44,,48,46,14,24,6,14,36,9,36,9,33,21,468,601,913,935,"1,169","1,361",978,"1,337",917,463,110,56,42,33,17,9,18,25,7,,6,5,2,4,1,2,4,1,4,1,3,2,130.20,127.72,126.92,117.64,112.57,113.11,127.15,111.75,108.72,78.50,95.94,113.82,95.58,115.38,123.71,158.44,92.74,93.22,76.04,,95.08,110.67,83.71,73.15,72.17,83.71,107.99,108.31,107.99,108.31,131.88,125.63,0.3,0.3,0.4,0.4,0.5,0.5,0.4,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,8 NEIGHBORS,8 NEIGHBORS,8 NGH VDK RED BRY 70 PRF 750 ML 008910501238,"3,406","7,488","9,792","3,266","1,102",889,205,224,245,201,28,73,19,60,32,32,38,67,22,83,27,,616,352,36,,,,,10,9,,358,963,"1,243",415,150,115,24,25,26,17,3,8,2,6,3,2,4,7,2,9,2,,87,50,4,,,,,1,1,,114.21,93.34,94.57,94.48,88.22,92.77,102.67,107.61,113.15,141.94,113.72,110.08,114.13,119.12,127.08,191.50,113.63,114.19,128.86,110.29,163.95,,84.69,85.19,107.99,,,,,120.36,113.13,,0.2,0.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,BLUE VELVET,BLUE VELVET,BL VLV LGHT VDK 50 PRF 750 ML 008910501501,"1,740","1,370","1,715","1,051","1,100","1,636","1,459","1,310","1,192","1,410","1,334","1,154","1,521","1,451","1,324","1,295","1,511",770,136,,,,,,,,,,,,,,295,229,289,176,186,275,249,220,199,240,224,195,254,261,238,233,275,140,25,,,,,,,,,,,,,,70.76,71.93,71.30,71.69,70.89,71.56,70.40,71.49,72.01,70.53,71.55,71.17,71.77,66.87,66.71,66.74,65.99,65.99,64.40,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,BLUE VELVET,BLUE VELVET,BL VLV VDK 50 PRF 1750 ML 008910503501,"4,435","4,884","5,795","4,550","4,701","5,534","4,436","4,005","5,697","4,254","4,223","5,179","3,785","4,356","5,878","3,793","3,952","3,272",575,182,,,,,,,,,,,,,447,451,534,420,438,515,419,370,528,394,394,483,344,404,586,352,367,305,62,24,,,,,,,,,,,,,51.04,55.73,55.84,55.73,55.26,55.29,54.48,55.73,55.51,55.49,55.15,55.17,56.57,55.49,51.61,55.44,55.42,55.16,47.45,39.55,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,BOGGY MEADOW,BOGGY MEADOW,BGY MDW VDK SWTC CDR 70 PRF 750 ML 008910501071,120,80,160,40,160,40,40,80,40,,,40,879,,,,80,,,,78,,76,40,,,,,,,,40,3,2,4,1,4,1,1,2,1,,,1,26,,,,2,,,,2,,2,1,,,,,,,,1,479.68,478.32,479.76,481.21,480.24,481.81,481.81,478.92,481.81,,,481.81,408.08,,,,478.32,,,,466.65,,454.73,481.21,,,,,,,,481.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,CELEBRI,CELEBRI,CLBR VDK 80 PRF 750 ML 008910501149,,,,,,,,,,,,,,,,,,,91,910,"2,170","2,331","2,404","2,950","2,499","3,163","4,224","2,136","2,464","3,032","2,528","2,229",,,,,,,,,,,,,,,,,,,13,130,310,333,343,421,357,451,602,305,352,432,360,317,,,,,,,,,,,,,,,,,,,83.91,84.27,84.13,84.04,84.20,84.20,84.12,84.26,84.24,84.11,83.97,84.32,84.24,84.31,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,CELEBRI,CELEBRI,CLBR VDK 80 PRF PLST 375 ML 008910504150,,,,,,,,,,,,,,,,,,,133,"1,329","1,692","1,744","1,951","2,733","3,323","4,394","5,933","2,923","4,381","5,086","4,055","4,150",,,,,,,,,,,,,,,,,,,38,380,484,498,558,781,950,"1,257","1,695",836,"1,251","1,454","1,160","1,186",,,,,,,,,,,,,,,,,,,83.67,83.90,83.84,83.96,83.91,83.90,83.89,83.83,83.93,83.85,83.98,83.88,83.83,83.90,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,OBELISK,OBELISK,OBLS VDK 80 PRF 750 ML 008910501190,15,233,68,36,103,,16,32,,29,6,25,,25,,15,30,104,30,25,,15,30,15,13,26,23,148,15,,,30,1,19,5,2,12,,1,2,,4,1,1,,1,,1,4,7,2,1,,1,2,1,1,2,2,9,1,,,1,180.60,147.08,164.22,214.01,102.78,,192.41,191.26,,87.99,70.72,295.18,,301.08,,180.60,88.77,177.79,177.61,301.08,,177.71,176.65,177.71,156.63,155.69,140.12,197.41,177.47,,,361.33,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,OBELISK,OBELISK,OBLS VDK 80 PRF 750 ML 008910596209,,,,,15,,,,30,15,15,,59,60,,15,,28,,15,15,,,,15,,,,45,,15,,,,,,1,,,,2,1,1,,4,4,,1,,2,,1,1,,,,1,,,,3,,1,,,,,,180.60,,,,179.52,180.60,180.60,,176.13,180.06,,180.60,,167.67,,180.60,180.60,,,,180.60,,,,179.88,,180.60,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,0.0,,0.0,
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,PRESTIGE,PRESTIGE,PRST VDK 42 PRF PLST 750 ML 008910501054,"28,318","25,563","30,711","26,560","24,097","27,588","22,312","20,927","30,023","29,793","33,379","38,498","31,279","19,778","24,916","20,835","16,220","3,834","1,781",475,264,60,114,66,30,6,,,,,,,"7,093","6,401","7,689","6,651","6,036","6,910","5,589","5,204","7,516","7,458","8,360","9,644","7,836","4,956","7,187","6,224","4,990","1,187",558,149,44,10,19,11,5,1,,,,,,,47.93,47.94,47.95,47.94,47.93,47.93,47.93,48.28,47.95,47.96,47.93,47.92,47.92,47.91,41.62,40.19,39.02,38.78,38.31,38.28,71.91,71.91,71.90,71.93,71.82,72.17,,,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.4,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,PRESTIGE,PRESTIGE,PRST VDK 80 PRF 750 ML 008910501175,"279,244","288,203","366,970","301,465","307,385","390,354","311,908","292,103","363,155","298,799","293,773","349,502","81,032","25,123","14,829","1,343",684,235,128,317,98,137,106,,21,120,47,,,,9,,"46,633","49,027","62,496","50,236","51,198","65,044","52,017","48,311","60,530","49,845","49,039","58,516","13,391","3,629","2,445",257,143,52,29,67,19,22,26,,4,20,8,,,,1,,71.89,70.57,70.49,72.04,72.08,72.05,71.99,72.58,72.02,71.96,71.92,71.70,72.64,83.11,72.81,62.75,57.41,54.31,52.96,56.39,61.79,74.56,48.78,,62.94,71.91,70.45,,,,106.99,,1.9,1.9,1.9,1.9,1.9,2.0,1.9,1.9,2.0,2.0,1.9,1.9,0.9,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,REGENCY,REGENCY,RGNC VDK 42 PRF 750 ML 008910501555,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,LEVECKE CORPORATION,STRATE,STRATE,STRT VDK VNL 80 PRF 750 ML 008910501043,,,,17,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.58,,,,204.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,LIDESTRI SPIRITS,RECIPE 21,RECIPE 21,RCP 21 VDK 1000 ML 007764490360,,,,,,,,,,,,,,,,,,,59,58,74,8,295,263,82,185,126,8,8,24,97,25,,,,,,,,,,,,,,,,,,,8,8,10,1,40,36,11,25,17,1,1,3,11,3,,,,,,,,,,,,,,,,,,,65.59,65.60,66.89,71.98,66.89,66.32,67.37,65.87,65.97,71.98,71.98,71.98,79.07,76.19,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LIDESTRI SPIRITS,RECIPE 21,RECIPE 21,RCP 21 VDK 80 PRF 375 ML 007764490352,120,252,234,192,298,305,162,150,323,269,18,,,,,,,13,372,250,516,415,527,284,243,92,245,92,92,368,363,29,20,42,39,32,50,51,27,25,54,45,3,,,,,,,3,100,67,136,110,139,75,65,24,65,24,24,97,96,8,143.35,143.68,143.67,143.62,143.04,143.56,143.46,143.49,143.57,143.53,143.76,,,,,,,102.96,89.51,89.60,90.62,90.36,90.95,90.38,89.78,90.91,90.88,90.93,90.87,90.69,90.29,88.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LIDESTRI SPIRITS,RECIPE 21,RECIPE 21,RCP 21 VDK 80 PRF PLST 1750 ML 007764490364,,21,21,42,63,147,,105,21,62,126,84,63,42,42,41,,460,"1,269",878,"1,358","1,700",393,994,604,534,"1,261","1,099",384,734,642,407,,1,1,2,3,7,,5,1,3,6,4,3,2,2,2,,38,104,75,114,142,30,80,52,43,103,88,30,56,51,31,,107.68,107.68,107.92,107.84,107.96,,107.87,108.20,106.12,108.01,107.92,108.01,107.92,107.66,105.09,,62.74,62.80,60.58,61.06,61.59,67.87,64.33,59.86,63.43,63.02,64.34,65.28,67.95,64.55,67.55,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LIQUID RIOT BOTTLING COMPANY,LIQUID RIOT,LIQUID RIOT,LQD RT VDK 750 ML 085293000500,930,960,"1,500",570,900,"1,320","1,889","1,020","1,829","1,050","1,140","2,249","1,020",930,"1,170",870,"1,076","1,258",884,918,"1,351","1,139",673,"1,523",924,442,646,442,"1,054","1,088","1,020",544,31,32,50,19,30,44,63,34,61,35,38,75,34,31,39,29,32,37,26,27,46,42,23,46,29,13,19,13,31,32,30,16,360.07,359.97,360.02,359.96,360.02,360.04,360.01,360.05,360.05,359.96,360.07,360.00,360.05,360.07,359.99,359.98,403.48,408.06,408.01,408.06,352.57,325.40,351.24,397.38,382.51,408.01,407.97,408.01,408.09,407.98,408.04,407.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,"LOADED SPIRITS, INC",LOADED,LOADED,LDD VDK 70 PRF 750 ML 004023204949,"5,609",877,"3,250","1,585","1,273",523,413,519,348,349,263,314,198,162,670,247,135,220,333,351,"2,242","1,186",767,"1,498",257,414,256,497,153,,16,,735,115,407,160,121,41,27,43,20,23,16,20,11,9,39,19,8,16,33,43,286,142,92,193,24,32,24,55,19,,1,,91.61,91.55,95.86,118.90,126.35,153.29,183.59,144.76,208.72,182.35,197.38,188.57,216.61,216.61,206.25,157.68,202.00,164.94,121.04,97.87,94.11,100.31,100.03,93.20,128.69,155.44,128.03,108.49,96.63,,192.65,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Total US xAOC,ALCOHOL,VODKA,VODKA,LOCAL DISTILLING,VANJAK,VANJAK,VNJK VDK 80 PRF 1750 ML 086333500020,"4,102","1,938","2,659","1,659","1,383","4,573","5,343","5,713","4,082","3,622","3,148","7,150","6,938","5,025","5,401","4,203","5,362","15,040","8,964","4,675","7,786","5,576","6,191","11,827","7,346","6,083","10,435","8,911","7,915","7,434","7,618","7,987",194,91,128,79,63,229,282,309,198,184,161,350,389,266,279,211,282,"1,230",669,244,398,281,339,670,390,303,537,459,407,391,381,406,108.55,109.53,107.27,108.04,112.93,102.53,97.35,95.06,106.26,101.20,100.75,104.96,91.71,97.24,99.45,102.67,97.66,62.92,68.91,98.59,100.52,102.15,93.91,90.87,96.91,103.24,100.03,99.91,100.07,97.73,102.79,101.29,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,VODKA,VODKA,LOCAL DISTILLING,VANJAK,VANJAK,VNJK VDK 80 PRF 750 ML 086333500022,33,46,90,95,94,382,697,829,761,866,908,"1,362",876,760,789,468,587,918,793,463,787,718,567,940,669,566,987,323,870,995,534,614,2,3,6,5,6,27,51,63,58,75,80,120,71,58,60,36,47,73,64,35,63,57,45,76,54,45,79,26,71,79,42,50,197.49,185.88,179.88,227.70,187.88,169.73,163.96,158.04,157.61,138.65,136.29,136.21,148.17,157.35,157.94,155.94,149.94,151.01,148.78,158.83,149.94,151.32,151.26,148.47,148.84,150.99,149.93,149.23,147.16,151.22,152.50,147.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LONDON ALCOHOL COMPANY LTD,LONDON,LONDON,LNDN VDK 750 ML 506025191611,93,56,114,126,,108,54,18,107,18,36,36,36,,35,34,,,17,,,,,31,14,,,,18,,,12,8,7,8,7,,6,3,1,6,1,2,2,2,,2,2,,,1,,,,,2,1,,,,1,,,1,139.52,95.94,170.90,216.00,,216.88,217.48,216.75,214.88,222.77,214.85,214.85,215.45,,212.46,203.47,,,204.70,,,,,185.51,168.55,,,,222.77,,,143.25,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,0.0,,,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LONELY OAK DISTILLERY,NORTH FORTY,NORTH FORTY,NRTH FRT VDK PCH 750 ML 001996223131,280,544,564,643,619,"1,012","1,306","1,016","1,738",576,660,"1,100",689,308,923,651,574,737,806,652,613,429,662,435,392,354,813,817,814,"1,186","1,028",797,10,20,20,23,22,36,54,37,65,20,23,40,25,11,33,24,21,27,30,24,22,18,25,15,14,14,30,32,32,45,39,30,336.01,326.41,338.40,335.47,337.58,337.33,290.32,328.45,319.10,343.78,343.06,328.77,330.66,336.14,335.64,325.55,328.07,327.80,322.42,326.05,334.30,286.10,317.94,347.88,336.08,303.50,325.19,306.26,305.33,316.24,316.29,318.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LONG ROAD DISTILLERS,LONG ROAD DISTILLERS,LONG ROAD DISTILLERS,LNG RD DST VDK 375 ML 085625100701,846,684,738,540,864,971,882,792,"1,124",810,756,"3,022",594,810,846,468,450,"1,169",827,549,360,450,576,"1,754",468,522,495,261,342,702,468,378,47,38,41,30,48,54,49,44,67,45,42,168,33,45,47,26,25,78,71,33,20,25,46,100,31,34,39,17,19,39,26,21,431.39,431.31,431.34,431.42,431.33,431.38,431.48,431.37,402.41,431.30,431.51,431.39,431.45,431.30,431.39,431.49,431.21,359.43,279.40,398.74,431.42,431.21,300.07,420.62,361.71,367.88,304.19,367.88,431.58,431.49,431.49,431.27,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LONG ROAD DISTILLERS,LONG ROAD DISTILLERS,LONG ROAD DISTILLERS,LNG RD DST VDK 80 PRF 750 ML 086006900010,"1,889","1,589","2,009","1,829","1,649","2,820","1,853","2,342","2,029","2,305","1,973","3,779","1,949","1,709","1,829","1,619","1,799","3,012","3,276","2,795","1,934","1,245","1,697","3,639","1,460","2,673","5,745","7,006","6,283","7,297","6,287","5,878",63,53,67,61,55,96,62,78,67,77,66,126,65,57,61,54,60,122,137,118,68,42,71,128,50,121,288,346,313,361,313,292,360.02,360.02,360.03,360.05,359.99,354.39,357.11,359.08,363.61,358.16,358.92,360.02,359.99,360.03,360.05,360.04,360.02,295.32,286.25,285.04,341.51,355.70,287.00,341.17,350.64,264.18,239.35,243.35,240.99,242.33,240.80,241.65,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,VODKA,VODKA,LONG ROAD DISTILLERS,LONG ROAD DISTILLERS,LONG ROAD DISTILLERS,LNG RD DST VDK PNK PPRC 101 PRF 750 ML 086006900016,280,175,280,315,455,140,175,210,"2,501","1,557",909,315,297,192,227,87,105,240,135,297,367,157,105,227,70,17,52,35,247,52,105,,8,5,8,9,13,4,5,6,139,89,51,17,15,10,13,5,5,7,7,17,20,9,5,12,4,1,2,2,12,3,4,,420.30,419.54,420.30,419.88,420.01,420.30,419.54,419.88,216.00,209.96,214.10,222.34,237.88,230.97,209.95,209.71,251.68,411.01,230.91,209.98,220.47,209.88,251.68,227.38,210.09,210.72,314.25,209.46,246.79,209.88,315.20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total US xAOC,ALCOHOL,VODKA,VODKA,LOON LIQUORS,WHEATON BARLEY VODKA,WHEATON BARLEY VODKA,WHTN BRL VDK 750 ML 713757982603,165,72,94,94,44,91,90,193,115,112,73,188,97,23,44,70,91,,26,25,,,76,135,94,,46,61,19,,,,7,3,4,4,2,4,4,8,5,5,3,8,4,1,2,3,4,,1,1,,,3,6,4,,2,3,1,,,,283.41,287.88,282.16,280.96,263.35,273.15,270.15,289.52,275.66,268.47,291.88,282.16,291.17,280.60,263.35,279.88,273.15,,313.13,301.08,,,303.88,269.92,282.16,,274.67,243.96,228.92,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,LU-DZ LLC,SPLIT ROCK DISTILLING,SPLIT ROCK DISTILLING,SPLT RCK DST VDK 80 PRF 750 ML 074489083088,66,231,495,297,330,726,688,660,693,429,330,297,66,198,264,297,297,297,"1,187",627,627,693,528,792,66,198,297,231,297,396,495,495,2,7,15,9,10,22,21,20,21,13,10,9,2,6,8,9,9,9,36,19,19,21,16,24,2,6,9,7,9,12,15,15,395.09,395.94,395.78,395.83,395.77,395.95,393.23,395.98,395.98,395.92,395.98,395.88,395.09,395.68,396.05,395.81,395.63,395.81,395.88,395.84,395.79,396.08,395.88,395.96,394.79,395.66,395.88,396.02,395.88,395.88,395.88,395.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LU-DZ LLC,SPLIT ROCK DISTILLING,SPLIT ROCK DISTILLING,SPLT RCK DST VDK BLBR 80 PRF 750 ML 074489083095,720,880,720,"1,080","1,200","2,599","2,719","2,119",870,508,330,840,470,160,480,320,560,800,"1,680","1,360","1,120",720,200,920,280,360,480,520,920,"1,160","1,240","1,640",18,22,18,27,30,65,79,58,23,14,9,21,12,4,12,8,14,20,42,34,28,18,5,23,7,9,12,13,23,29,31,41,480.20,479.97,480.20,480.09,480.05,480.03,413.19,438.67,453.93,435.57,439.81,480.13,469.88,480.36,479.83,480.29,480.11,479.92,480.00,480.09,480.13,480.17,479.50,480.03,480.15,479.88,479.88,480.03,480.05,480.01,480.13,480.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LU-DZ LLC,SPLIT ROCK DISTILLING,SPLIT ROCK DISTILLING,SPLT RCK DST VDK HRSR 80 PRF 750 ML 074489083096,160,240,40,160,200,200,320,280,520,160,120,320,,,160,120,160,160,200,240,240,120,120,240,120,120,160,80,120,40,600,320,4,6,1,4,5,5,8,7,13,4,3,8,,,4,3,4,4,5,6,6,3,3,6,3,3,4,2,3,1,15,8,480.36,479.78,481.21,480.36,479.50,479.50,480.36,480.07,480.00,480.36,479.88,480.29,,,480.36,479.88,480.36,480.21,479.50,479.88,479.88,479.88,479.88,479.78,479.88,479.88,480.36,478.92,479.88,481.81,479.88,480.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,LUCKY DOG VODKA INC,LUCKY DOG,LUCKY DOG,LCKY DOG VDK 80 PRF 750 ML 085415100300,42,42,42,,,,17,,76,21,34,21,21,,21,21,,,,20,,,,,20,,,,20,,,,2,2,2,,,,1,,4,1,2,1,1,,1,1,,,,1,,,,,1,,,,1,,,,251.38,251.38,251.38,,,,205.54,,228.53,252.89,204.31,252.89,252.89,,252.89,252.89,,,,240.84,,,,,240.84,,,,240.84,,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,,,0.0,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,LUCKY PLAYER BRANDS,FLEUR DE LIS,FLEUR DE LIS,FLR DE LIS VDK 80 PRF 750 ML 060961318281,,298,,,23,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,312.10,,,276.99,,,,276.99,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
