,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS CTR VDK CTRS 70 PRF 10PK 50 ML 008200072685,20,,,,,,,,,13,,,,27,37,55,41,20,,,25,23,,10,13,,33,20,,33,13,29,1,,,,,,,,,1,,,,3,4,6,4,2,,,2,2,,1,1,,3,2,,12,1,3,355.36,,,,,,,,,240.89,,,,161.50,168.38,163.62,185.45,178.38,,,220.72,209.82,,175.00,240.89,,198.14,176.58,,49.76,240.89,176.05,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS CTR VDK CTRS 70 PRF 375 ML 008200000921,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS CTR VDK CTRS 70 PRF 50 ML 008200000395,"3,765","5,347","7,903","6,069","7,392","8,828","8,414","8,435","9,236","6,489","8,007","12,195","7,751","7,350","11,604","12,058","12,590","14,514","12,913","10,990","14,470","10,657","11,455","13,920","12,012","10,668","13,063","8,569","8,601","11,644","11,646","11,403","2,440","3,360","4,953","3,885","4,709","5,768","5,311","5,549","5,949","4,007","5,356","8,362","5,206","5,043","7,931","8,837","9,180","10,500","9,092","7,528","10,581","7,750","8,464","10,033","9,265","7,786","9,134","6,401","6,217","8,390","8,930","8,627",275.54,284.11,284.92,278.96,280.33,273.30,282.93,271.43,277.22,289.22,266.99,260.43,265.84,260.29,261.30,243.66,244.89,246.83,253.61,260.67,244.22,245.55,241.68,247.75,231.52,244.67,255.38,239.06,247.02,247.84,232.88,236.02,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.7,0.6,0.7,0.7
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS CTR VDK CTRS 70 PRF 750 ML 008200000391,"203,523","210,982","257,206","210,693","239,976","340,995","292,515","252,292","300,450","221,344","221,842","280,651","223,293","211,015","253,546","217,414","215,821","301,872","279,824","253,926","290,398","211,458","195,724","256,890","186,823","182,240","263,681","230,293","241,191","292,822","251,719","219,037","18,071","18,312","22,343","18,200","20,731","29,773","25,467","21,718","26,153","19,479","19,732","24,524","20,005","18,558","22,235","19,174","19,157","27,410","24,935","21,888","25,115","18,102","17,082","23,325","16,736","16,034","22,853","20,017","21,035","25,669","21,575","18,676",135.20,138.32,138.19,138.97,138.97,137.49,137.89,139.46,137.91,136.42,134.97,137.38,134.00,136.50,136.89,136.13,135.24,132.21,134.72,139.27,138.81,140.24,137.55,132.22,134.01,136.44,138.51,138.11,137.65,136.95,140.06,140.79,6.3,6.4,6.4,6.4,6.9,7.5,7.5,7.1,7.0,6.8,6.9,6.9,6.8,6.6,6.5,6.5,6.4,7.4,8.7,8.2,7.8,7.3,7.2,7.5,7.1,6.9,7.3,7.6,7.7,7.4,7.7,7.3
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS CTR VDK CTRS 70 PRF 750 ML 008200000922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS CTR VDK CTRS 70 PRF PLST 200 ML 008200078823,,,,,,,,,,,,,11,110,174,"2,596","1,754",676,24,,,,,,,,,,4,633,"1,330",429,,,,,,,,,,,,,3,31,49,649,442,170,6,,,,,,,,,,1,258,556,148,,,,,,,,,,,,,156.72,159.84,160.33,180.10,178.83,179.20,180.00,,,,,,,,,,181.82,110.57,107.72,130.68,,,,,,,,,,,,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS CTR VDK CTRS 70 PRF PLST 375 ML 008200078666,,,,,,,,,,,,,,,6,106,159,350,393,560,826,903,"1,433","1,831","1,536","1,689","2,452","1,535","2,118","2,503","1,763","1,392",,,,,,,,,,,,,,,1,18,27,59,67,98,143,144,218,274,242,275,398,260,367,408,283,228,,,,,,,,,,,,,,,142.62,141.59,140.99,142.44,140.78,137.50,138.45,150.64,157.86,160.22,152.36,147.24,147.70,141.41,138.22,146.94,149.16,146.25,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS CTR VDK CTRS PLST 1750 ML 008200072394,"88,246","99,130","110,891","87,727","88,563","118,685","99,903","89,360","113,984","84,430","88,142","101,528","82,751","85,037","107,777","83,888","88,000","108,466","99,044","85,772","102,292","78,447","79,508","96,032","74,837","76,638","126,409","97,007","98,368","118,277","89,905","83,280","4,981","5,797","6,171","4,791","4,907","6,673","5,767","4,825","6,261","4,697","4,958","5,980","4,756","4,838","6,080","4,576","4,875","6,039","5,730","4,688","5,473","4,200","4,399","5,435","4,149","4,253","6,866","5,092","5,331","6,545","4,936","4,362",91.13,87.96,92.44,94.20,92.83,91.50,89.11,95.28,93.65,92.47,91.45,87.33,89.50,90.42,91.19,94.29,92.86,92.39,88.92,94.12,96.15,96.07,92.97,90.89,92.79,92.70,94.71,98.01,94.92,92.97,93.70,98.21,1.5,1.6,1.5,1.5,1.5,1.6,1.7,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.4,1.4,1.5,1.5,1.6,1.5,1.4,1.4,1.4,1.4,1.4,1.3,1.6,1.5,1.6,1.6,1.5,1.4
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS GRN APL VDK 70 PRF 1000 ML 008200000102,"13,977","12,219","15,579","11,311","11,116","14,655","17,617","22,664","18,815","18,013","14,837","16,321","13,564","12,634","15,046","13,001","10,587","14,162","13,240","11,603","14,819","14,356","13,213","15,632","12,340","10,609","15,824","15,120","12,988","14,195","15,026","11,548",950,823,"1,061",783,755,"1,031","1,210","1,546","1,296","1,239","1,014","1,123",916,847,"1,003",887,714,951,881,795,997,954,886,"1,067",816,715,"1,054","1,003",865,967,996,773,132.41,133.68,132.21,130.00,132.53,127.96,131.05,131.95,130.70,130.91,131.73,130.79,133.32,134.29,135.08,131.87,133.46,134.10,135.22,131.29,133.80,135.43,134.20,131.92,136.15,133.58,135.07,135.70,135.22,132.10,135.83,134.49,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS GRN APL VDK 70 PRF 375 ML 008200000110,"5,802","6,745","6,526","5,981","5,602","6,210","5,079","5,339","6,698","6,159","6,019","4,147","1,275",643,564,289,263,250,223,140,258,66,44,181,18,30,148,14,,17,25,,"1,250","1,497","1,138","1,051",908,"1,010",861,902,"1,132","1,048","1,028",712,209,106,94,46,39,38,38,27,37,11,7,24,3,5,19,2,,3,5,,111.29,108.02,137.56,136.48,147.96,147.51,141.40,141.90,141.88,140.92,140.40,139.75,145.91,144.74,143.49,150.44,161.45,157.86,142.49,122.99,168.32,143.55,151.47,184.43,146.16,143.30,187.83,168.43,,135.76,119.38,,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS GRN APL VDK 70 PRF 750 ML 008200000104,"197,226","183,834","240,561","189,425","186,701","247,430","202,061","198,740","272,744","237,615","228,328","263,306","207,914","192,651","243,725","192,937","196,155","273,823","236,050","216,443","269,854","238,014","231,518","284,473","218,010","199,721","286,419","235,090","224,963","230,392","206,860","176,642","17,468","16,234","21,313","16,676","16,610","22,539","18,545","17,866","24,744","21,528","20,651","23,864","18,587","16,904","21,528","17,016","17,252","24,783","21,274","19,012","23,584","20,753","20,015","24,875","19,167","17,454","24,833","20,189","19,326","20,240","17,954","15,118",135.54,135.94,135.50,136.37,134.94,131.78,130.80,133.54,132.33,132.50,132.73,132.46,134.29,136.81,135.91,136.12,136.50,132.64,133.20,136.67,137.36,137.68,138.86,137.29,136.54,137.36,138.46,139.79,139.75,136.65,138.32,140.26,6.9,6.8,6.9,6.9,6.9,7.2,7.2,7.1,7.3,8.1,8.0,7.6,7.3,6.9,7.2,7.1,6.9,8.1,8.8,8.5,8.4,8.9,8.4,8.9,8.3,7.7,8.4,8.3,8.2,7.6,7.9,7.1
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS GRN APL VDK 70 PRF PLST 1750 ML 008200000103,"24,090","26,583","32,531","26,392","24,462","30,438","24,991","22,429","29,289","23,034","24,110","29,465","25,066","23,685","31,813","24,731","24,392","29,757","24,277","23,473","28,334","22,143","23,131","29,289","23,093","19,689","27,829","21,501","19,279","21,125","17,273","15,961","1,424","1,621","1,898","1,564","1,411","1,744","1,446","1,271","1,675","1,298","1,413","1,752","1,467","1,393","1,839","1,426","1,429","1,722","1,396","1,342","1,589","1,216","1,297","1,687","1,355","1,118","1,574","1,187","1,072","1,179",947,866,87.02,84.36,88.17,86.80,89.18,89.78,88.90,90.77,89.94,91.29,87.77,86.50,87.89,87.47,88.99,89.21,87.81,88.89,89.46,89.95,91.70,93.65,91.74,89.31,87.68,90.57,90.98,93.18,92.51,92.17,93.83,94.81,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.7,0.7,0.6
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS GRN APL VDK 70 PRF PLST 200 ML 008200000129,231,187,159,123,78,109,180,57,274,207,11,,14,175,105,99,82,29,44,8,,,,,,,,,,,,,77,63,53,41,26,37,60,19,92,69,4,,4,49,30,29,24,8,11,2,,,,,,,,,,,,,134.85,134.77,134.84,134.78,135.04,132.88,134.82,135.07,134.87,134.77,129.10,,157.30,160.78,158.39,154.38,153.75,165.56,179.88,181.36,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS GRN APL VDK 70 PRF PLST 375 ML 008200000111,,,,,,,,,88,101,108,251,"2,121","3,533","4,623","3,730","4,391","5,363","4,870","4,706","4,797","4,459","4,236","6,095","4,198","4,454","5,124","4,223","4,014","4,426","4,087","3,803",,,,,,,,,10,11,12,46,368,617,804,638,744,911,813,793,806,745,724,"1,040",708,745,872,712,687,745,646,604,,,,,,,,,215.50,215.53,209.93,130.75,138.11,137.33,137.90,140.19,141.56,141.18,143.59,142.36,142.72,143.45,140.39,140.54,142.20,143.38,140.98,142.19,140.12,142.44,151.82,151.06,,,,,,,,,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS GRN APL VDK 70 PRF PLST 50 ML 008200000100,"21,611","33,115","41,661","27,770","25,178","31,948","24,253","27,543","36,565","31,857","32,751","39,847","27,726","26,007","31,880","34,688","38,693","44,509","37,120","39,636","42,885","32,364","31,165","45,090","28,148","29,101","37,330","26,841","26,952","32,157","28,068","29,673","14,670","20,966","26,730","18,538","18,730","24,502","19,934","21,939","28,781","25,885","27,440","32,151","22,957","21,432","25,307","29,451","33,151","36,176","30,356","33,434","36,665","26,717","25,890","37,303","23,389","24,188","30,969","22,458","22,186","26,016","23,385","24,741",263.06,282.05,278.32,267.50,240.04,232.83,217.26,224.18,226.86,219.77,213.13,221.32,215.67,216.69,224.95,210.32,208.42,219.71,218.36,211.70,208.87,216.32,214.95,215.85,214.90,214.84,215.25,213.43,216.93,220.72,214.33,214.17,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,1.0,1.0,0.9,0.9,0.9,0.9,1.1,1.1,1.2,1.1,1.1,1.2,1.1,1.1,1.1,1.0,1.0
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS GRN APL VDK 70 PRF PLST 50 ML 008200072680,111,206,339,317,432,152,111,138,198,141,51,121,143,60,294,153,163,213,219,240,131,170,120,294,138,262,172,210,144,179,201,286,112,208,342,320,436,154,112,139,200,142,52,122,144,61,297,155,165,217,222,242,132,173,121,307,139,269,177,212,140,168,203,289,176.84,176.76,176.80,176.79,176.76,176.87,176.84,176.88,176.79,176.83,176.56,176.68,176.87,176.26,176.57,176.33,176.35,175.66,176.36,176.81,176.83,175.26,176.55,171.15,177.01,173.92,174.01,176.82,183.16,190.03,176.70,176.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS LM VDK 70 PRF 1000 ML 008200073287,"5,268","5,663","8,254","6,127","8,174","12,680","12,044","7,927","9,514","6,516","6,199","8,088","5,672","6,288","8,528","7,247","6,813","12,284","15,020","11,742","10,690","7,760","6,644","10,944","7,173","7,245","10,819","9,897","10,204","16,016","14,347","10,636",368,403,579,426,567,882,840,560,663,447,426,558,391,432,587,507,484,855,"1,026",789,730,521,452,744,483,486,732,669,689,"1,077",968,708,128.68,126.62,128.21,129.44,129.72,129.46,129.03,127.47,129.24,131.26,131.11,130.46,130.57,130.88,130.72,128.78,126.64,129.35,131.74,133.95,131.86,134.07,132.20,132.40,133.55,134.05,133.05,133.23,133.37,133.81,133.47,135.26,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS LM VDK 70 PRF 1750 ML 008200073288,"15,522","22,018","25,335","20,548","18,940","21,808","18,889","16,136","20,940","16,664","17,287","21,199","14,860","18,218","22,289","17,988","17,200","20,428","16,363","14,169","19,442","15,871","15,699","17,983","13,788","16,038","23,979","18,031","18,019","20,656","16,516","17,007",884,"1,309","1,464","1,206","1,069","1,220","1,092",896,"1,155",899,957,"1,177",824,"1,056","1,254","1,026",955,"1,123",906,770,"1,050",847,855,977,746,865,"1,324",968,995,"1,148",886,892,90.32,86.53,89.02,87.65,91.14,91.95,88.98,92.64,93.26,95.35,92.92,92.64,92.77,88.75,91.43,90.19,92.64,93.57,92.91,94.62,95.28,96.40,94.45,94.69,95.08,95.37,93.16,95.82,93.15,92.56,95.89,98.08,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS LM VDK 70 PRF 375 ML 008200000149,48,169,271,306,196,434,366,269,428,175,400,364,447,579,429,190,297,692,567,190,278,72,142,169,28,124,147,35,48,17,23,27,8,28,42,44,33,67,59,44,70,29,53,57,73,82,62,30,41,97,75,28,41,9,21,24,4,20,25,5,7,2,3,3,142.28,143.67,152.93,168.00,140.72,154.76,149.43,146.83,145.82,144.51,180.08,152.12,147.42,169.04,166.73,153.98,176.01,170.88,180.53,160.65,162.90,192.72,163.47,167.18,167.43,148.12,142.74,166.15,165.82,204.58,180.56,212.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS LM VDK 70 PRF 750 ML 008200073286,"75,230","86,834","112,821","86,579","100,100","145,861","115,592","105,501","127,566","91,611","95,162","114,429","94,861","88,523","113,547","97,419","99,414","155,854","144,588","132,140","148,775","110,523","99,530","139,270","114,984","106,435","159,050","138,606","138,192","164,921","133,467","115,721","6,450","7,562","9,979","7,437","8,802","12,740","9,939","9,112","11,143","8,058","8,171","9,926","8,248","7,683","9,735","8,364","8,753","14,151","12,569","11,631","13,185","9,838","8,739","11,994","10,039","9,344","13,883","12,089","12,114","14,400","11,438","9,837",140.01,137.86,135.72,139.75,136.53,137.44,139.63,138.99,137.43,136.49,139.81,138.39,138.07,138.31,140.02,139.82,136.35,132.22,138.10,136.38,135.46,134.87,136.73,139.40,137.50,136.75,137.53,137.64,136.95,137.49,140.08,141.22,3.0,3.2,3.3,3.3,3.6,3.9,3.9,3.7,3.7,3.6,3.5,3.6,3.5,3.4,3.5,3.6,3.8,5.2,6.1,6.0,5.5,5.4,5.0,5.4,5.4,5.3,5.7,5.8,5.6,5.4,5.5,5.0
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS LM VDK 70 PRF PLST 10PK 50 ML 008200073284,,,,10,,,,,,,,10,,,79,10,,11,,,10,20,20,10,,,24,11,21,22,22,11,,,,10,,,,,,,,10,,,80,10,,11,,,10,20,20,10,,,24,11,21,22,22,11,,,,17.81,,,,,,,,17.99,,,17.85,17.99,,17.97,,,17.99,17.99,17.99,17.81,,,17.99,17.97,17.98,17.99,17.91,17.97,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS LM VDK 70 PRF PLST 50 ML 008200000148,"2,170","1,838","2,580","2,087","2,434","2,499","1,553","1,038","2,018","2,058","2,295","3,336","3,571","2,838","5,572","5,628","4,686","6,578","5,748","3,542","5,174","6,471","4,880","6,097","3,999","3,462","5,079","4,945","5,252","9,669","7,086","5,900","1,754","1,454","2,047","1,729","2,012","2,116","1,289",898,"1,697","1,915","2,160","3,109","3,363","2,789","5,469","5,530","4,582","6,214","5,256","3,277","4,895","6,238","4,776","5,869","3,876","3,480","5,098","4,964","5,414","9,607","6,727","5,880",220.97,225.76,225.05,215.53,216.04,210.92,215.12,206.61,212.32,191.89,189.74,191.62,189.58,181.68,181.93,181.74,182.62,189.03,195.27,193.03,188.73,185.23,182.44,185.52,184.21,177.66,177.92,177.89,173.22,179.73,188.10,179.16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.4,0.4,0.3,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.4,0.4
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS MLN VDK 70 PRF 1000 ML 008200074427,14,47,26,,43,72,,14,28,,14,14,14,10,,,,96,,,94,,,,,,,97,,,,,1,3,2,,3,5,,1,2,,1,1,1,1,,,,6,,,6,,,,,,,6,,,,,126.04,141.05,117.03,,129.04,129.41,,126.04,126.04,,126.04,126.04,126.04,94.51,,,,134.95,,,134.85,,,,,,,134.87,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,,,0.0,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS MLN VDK 70 PRF 375 ML 008200000199,,,,,148,,5,,20,,,5,,,6,,,,,,,,,,,,,,,,,,,,,,19,,1,,4,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,191.53,,118.81,,119.52,,,118.81,,,72.29,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS MLN VDK 70 PRF 750 ML 008200074426,,,,"2,147",40,,,13,,,,83,,,,29,15,28,,,,,,,,,,,,14,,,,,,88,3,,,1,,,,6,,,,2,1,2,,,,,,,,,,,,1,,,,,,292.71,159.88,,,156.51,,,,155.88,,,,173.53,180.60,167.55,,,,,,,,,,,,168.55,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS ORN LGHT VDK ORNG 750 ML 008200000386,"62,298","65,363","87,138","63,289","70,997","100,736","86,013","76,559","97,216","70,864","72,846","98,224","79,888","100,176","86,305","65,861","71,982","103,502","92,150","86,685","100,641","77,321","80,179","111,045","81,935","81,880","121,274","105,729","112,986","123,000","101,398","89,565","5,402","5,796","7,761","5,498","6,264","8,975","7,706","6,542","8,467","6,228","6,315","8,510","6,916","7,926","7,306","5,619","6,280","9,125","7,752","7,466","8,719","6,764","7,033","9,749","7,187","7,155","10,623","9,380","9,849","10,776","8,982","7,825",138.43,135.37,134.79,138.20,136.05,134.75,134.00,140.48,137.84,136.59,138.47,138.56,138.66,151.74,141.82,140.71,137.60,136.16,142.71,139.38,138.56,137.23,136.87,136.75,136.86,137.38,137.04,135.32,137.71,137.02,135.53,137.40,1.8,1.8,1.9,1.8,1.9,2.1,2.1,2.0,2.0,1.9,1.9,2.0,2.0,1.9,1.8,1.7,1.9,2.8,3.5,3.5,3.4,3.4,3.5,3.9,3.6,3.4,3.8,4.0,3.9,3.5,3.6,3.2
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS ORN LGHT VDK ORNG PLST 50 ML 008200000390,"5,603","6,279","8,654","7,868","7,206","9,437","7,186","6,722","8,668","8,361","8,450","9,655","8,004","8,203","10,891","11,373","11,387","12,945","11,616","7,870","10,894","7,956","8,487","15,250","10,907","6,694","10,871","10,391","10,495","10,316","7,128","6,439","4,418","4,894","6,822","6,278","5,812","7,517","5,814","5,599","7,294","7,088","7,300","8,316","6,800","7,035","9,409","10,061","9,806","11,378","10,196","7,006","9,540","7,009","7,482","12,724","9,638","5,799","10,167","9,671","9,581","9,367","6,595","5,763",226.48,229.08,226.52,223.77,221.41,224.18,220.72,214.38,212.22,210.65,206.70,207.31,210.17,208.21,206.70,201.86,207.36,203.17,203.44,200.59,203.92,202.71,202.55,214.03,202.10,206.13,190.95,191.85,195.61,196.67,193.01,199.54,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,VODKA,VODKA,DIAGEO PLC,SMIRNOFF,SMIRNOFF TWIST,SMRN TWS ORN LGHT VDK ORNG PLST 50 ML 008200072690,40,40,81,67,40,,,,,,,2,44,9,11,18,,2,,,12,13,,,2,1,,5,40,94,27,81,3,3,6,5,3,,,,,,,2,4,1,3,2,,2,,,2,1,,,2,1,,7,3,7,2,6,"2,380.59","2,380.59","2,380.59","2,408.93","2,380.59",,,,,,,201.82,"1,998.18","1,498.33",632.35,"1,634.55",,201.82,,,"1,100.00","2,248.33",,,145.46,120.00,,129.23,"2,380.59","2,421.28","2,452.73","2,380.59",0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
